0000.00-0000,J GRADE 190 PROOF INDUSTRIAL ETHANOL  J GRADE 190 PROOF INDUSTRIAL ETHANOL 
2102.20-9000,Inactive yeast Feed yeast powder 45%
2103.20-2000,Inactive yeast Beer Yeast GERMANY
2103.90-9020,Inactive yeast  Plus  GERMANY
2103.90-9020,Other singlecell microorganisms
2103.90-9020,Tomato sauce MOMS SPAGHETTI SAUCE U.S.A
2103.90-9030,INSTANT CURRY  GOLDEN CURRY SAUCE WITH VEGETABLES MEDIUM HOT
2103.90-9030,INSTANT CURRY  GOLDEN CURRY SAUCE WITH VEGETABLES HOT
2103.90-9030,INSTANT CURRY  GOLDEN CURRY SAUCE WITH VEGETABLES MILD
2103.90-9030,Mixed seasonings  KITCHEN GLORY  R.KOREA
2103.90-9090,Mixed seasoning FISH FLAVOR R.KOREA
2103.90-9090,Mixed seasoning  BEEF SEASONING POWDER  R.KOREA
2103.90-9090,Mixed seasonings S&B ASSORTED CHILI PEPPER  9.5CM X 3.2CM  15G  14cm x 23 cm  300G  JAPAN
2103.90-9090,Sauce preparation NA JAPAN
2103.90-9090,Mixed seasoning
2103.90-9090,Sauce PEANUT RICE PAPER SAUCE THAILND
2103.90-9090,Sauce  CARBONARA SAUCE  ITALT
2103.90-9090,Sauce  Louisiana Hot Sacue  U.S.A
2103.90-9090,Sauce  Red Pepper Jelly  U.S.A
2103.90-9090, PIXIAN BROAD BEAN PASTE WITH CHILLI OIL
2104.10-1000,Sauce preparation  25 PR.CHNA
2104.10-1000,Sauce preparations Budaejjigaehot pork and plate Base CHINA
2104.10-1000,MIXED SEASONING POWDER  PR.CHNA
2104.10-1000,Broth preparation KS Natural Chicken Stock U.S.A
2104.10-1000,PMNS2  20KG/CTN
2104.10-9000,Soup of meat Pitango Spring Lamb Soup  NEWZLND
2104.10-9000,Soup of meat  PITANGO CHICKEN &GALIC RISOTTO  NEWZLND
2104.10-9000,Broths preparations GYORETSU JIMAN ARIAKE TANTANMEN JAPAN
2104.10-9000,Soup preparation  R.KOREA
2104.10-9000,Soup preparation  R.KOREA
2106.10-9020,Soup preparation  R.KOREA
2106.10-9020,Soup preparation  R.KOREA
2106.10-9020,Soup preparation  R.KOREA
2106.90-1020,Soya Protein Concentrate  PR.CHNA
2106.90-1020,Pea protein concentrate PEA PROTEIN PR.CHNA
2106.90-1090,Corn protein concentrate EMPYREAL 75CORN PROTEIN CONCENTRATE U.S.A
2106.90-2000,Beverage base of perfumed fruit  fruitea    R.KOREA
2106.90-3029,Beverage base of perfumed fruit  Teisseire Mix Peach  FRANCE
2106.90-4010,Base of beverage
2106.90-4010,Sugar syrup BLUE ANGEL ITALY
2106.90-4090,Product of red ginseng     PR.CHNA
2106.90-4090,Prepared ediable laver ROASTED LAVER R.KOREA
2106.90-4090,Prepared ediable laver  FD YAKINORI 50 SHT B  R.KOREA
2106.90-4090,Prepared edible seaweeds DEHYDRATED MIXED FLAKE PACKNEOGURI PR CHNA
2106.90-4090,Prepared edible seaweeds
2106.90-4090,Prepared edible seaweeds
2106.90-9022,Prepared edible seaweeds
2106.90-9030,Prepared edible seaweeds
2106.90-9050,Seaweed fusiforme preparation    PLUS  R.KOREA
2106.90-9080,Preparations with a basis of butter Cinnamon and Brown Sugar Honey Butter
2106.90-9091,Preparations for use in manufacturing ice cream BLUEBERRY STRAWBERRY CHEESECAKE CHIP
2106.90-9091,Flavors in preparations  835735 Coffee flavor
2106.90-9099,Bases for beverage
